Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating
4621,Mahagatha: 100 Tales from the Puranas,Satyarth Nayak,Religion,Hinduism,Paperback,₹406.25,4.7
4622,"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)",Mahatma Gandhi,Religion,Hinduism,Paperback,₹168.00,4.4
4623,Hanuman Chalisa Pocket Size Book In Hindi [Pack Of 1] - Hanuman Chalisa Book In Hindi Geeta Press - Hanuman Chalisa By Geeta Press,Hanuman chalisa,Religion,Hinduism,Paperback,₹1.00,4.7
4624,Shrimad Bhagavad Gita For Children with colourful pictures & illustrations,Sudha Gupta,Religion,Hinduism,Hardcover,₹402.00,4.6
4625,Shiva Purana - English H.B.,Dreamland Publications,Religion,Hinduism,Kindle Edition,₹420.00,4.6
4626,The Sanatan Dharam: True Source of all Science,Vivaan Prashant Karulkar,Religion,Hinduism,Hardcover,₹399.20,5.0
4627,Mahabharata for Children with colourful pictures & illustrations,Team Pegasus,Religion,Hinduism,Hardcover,₹368.00,4.6
4628,Hanuman Chalisa (Paperback),Shubha Vilas,Religion,Hinduism,Paperback,₹159.00,4.7
4629,Ramrajya (Hindi),Ashutosh Rana,Religion,Hinduism,Hardcover,₹399.00,4.7
4630,Gita Press Durga Saptashati Book (Code 1281) (Hindi) Hardcover,Geeta press gorakhpur,Religion,Hinduism,Hardcover,₹45.00,4.7
4631,"The Upside-Down King: Unusual Tales about Rama and Krishna [Paperback] Murty, Sudha",Sudha Murty,Religion,Hinduism,Paperback,₹162.00,4.7
4632,Shiv Puran (Hindi),Vinay,Religion,Hinduism,Kindle Edition,₹107.71,4.3
4633,JAYA: AN ILLUSTRATED RETELLING OF THE MAHABHARATA,Devdutt Pattanaik,Religion,Hinduism,Paperback,₹250.00,4.5
4634,"Valmiki Ramayana, The (Box Set)",Debroy Bibek,Religion,Hinduism,Hardcover,"₹1,169.00",4.7
4635,Bhavishya Malika Puran / भविष्य मालिका पुराण: 2032 से सत्य युग की शुरुआत... / 2032 se Satya Yug ki Shuruaat...,Pandit Shri Kashinath Mishr Ji,Religion,Hinduism,Paperback,₹250.00,4.0
4636,Shri Rama Koti BIG/LARGE Size [Laksha naamaalu] 1book by Saibhadrakali [Paperback] Saibhadrakali,Saibhadrakali,Religion,Hinduism,Paperback,₹130.00,4.7
4637,Mahabharat: A Saga Nonpareil,Sadhguru,Religion,Hinduism,Audible Audiobook,₹938.00,0.0
4638,The Bhagwat Gita,R.R. Varma,Religion,Hinduism,Paperback,₹189.00,4.6
4639,Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,Religion,Hinduism,Paperback,₹334.00,4.7
4640,"Swami Vivekanand (Set of 4 Books) (Hindi) - Karmyog, Rajyog, Gyanyog, Bhaktiyog",Swami Vivekanand,Religion,Hinduism,Paperback,₹389.00,4.6
4641,Bhagavad Gita As It Is (Kannada) - 165/-,A.C. Bhaktivedanta Swami Prabhupada,Religion,Hinduism,Hardcover,₹299.00,4.7
4642,Sankshipt Shiv Puran ( Gitapress Gorakhpur ) In 4 Volumes,Geeta Press,Religion,Hinduism,Hardcover,₹330.00,4.7
4643,Shri Ramcharitmanas By Goswami Tulsidasji - With Meaning Explained In Hindi Code 82 Hardcover Best Quality Page,Gita Press Gorakhpur,Religion,Hinduism,Hardcover,₹188.00,4.7
4644,AGHORA :AT THE LEFT HAND OF GOD,Robert Svobod,Religion,Hinduism,Paperback,₹256.00,4.6
4645,THE RAMAYANA : A COMPLETE RAMAYANA IN ENGLISH WITH ALL 7 KANDAS,SRI VALMIKI MUNI,Religion,Hinduism,Hardcover,₹286.00,4.7
4646,Shri Durga Saptashati [Hardcover] Gita Press Gorakhpur,Gita Press Gorakhpur,Religion,Hinduism,Hardcover,₹80.00,4.8
4647,"Garuda Purana and Other Hindu Ideas on Death, Rebirth and Immortality",Devdutt Pattanaik,Religion,Hinduism,Paperback,₹280.00,4.6
4648,Vidur Neeti (Code 136),GEETA PRESS,Religion,Hinduism,Paperback,₹19.00,4.4
4649,AGHORA II KUNDALINI,Robert Svobod,Religion,Hinduism,Paperback,₹256.00,4.6
4650,Secrets of Divine Love : A Spiritual Journey into the Heart of Islam,A.Helwa,Religion,Islam,Paperback,₹227.00,4.7
4651,The Holy Quran In Urdu Translation In Roman Script With Translitration & Arabic Text By Qari Faheemuddin Ahmed & Transliteration by Mohammad Abdul Haleem Eliasi,Allah SWT,Religion,Islam,Hardcover,₹341.00,4.8
4652,Peer e Kamil پیر کامل,Umera Ahmad,Religion,Islam,Paperback,₹389.00,4.7
4653,S ISLAMIC STORE original product - The Holy Quran English with New Edition Urdu Translation & Transliteration in Roman Script with Transliteration & Arabic Text 5 Star Paper Quality (HUDA QURAN),Allah,Religion,Islam,Unknown Binding,₹340.00,4.9
4654,You Can Be The Happiest Women In The World (The route to happiness) Latest Edition,Dr.Aid al-Qarni,Religion,Islam,Hardcover,₹120.00,4.5
4655,The Sealed Nectar Biography of the Prophet ( Ar-Raheeq Al-Makhtum ) in English Language Indian good printed quality,Sheikh Safi-ur-Rahman al-Mubarkpuri,Religion,Islam,Hardcover,₹239.00,4.8
4656,Five Basic Courses for Qur’anic Arabic in English,Dr. AbdulAzeez AbdulRaheem,Religion,Islam,Textbook Binding,₹498.00,4.8
4657,Great Women of Islam,Mahmood Ahmad Ghadanfar,Religion,Islam,Hardcover,₹136.00,4.7
4658,The Holy Quran With Colour Coded English Transliteration,Abdullah Yusuf Ali,Religion,Islam,Hardcover,₹598.00,4.8
4659,Five Basic Courses for Qur’anic Arabic in Urdu,Dr. AbdulAzeez AbdulRaheem,Religion,Islam,Textbook Binding,₹499.00,4.8
4660,The Ideal Muslimah: The True Islamic Personality of the Muslim Woman as Defined in the Quran and Sunnah,Muhammad Ali Hashimi,Religion,Islam,Hardcover,₹255.00,4.6
4661,Reclaim Your Heart: Personal Insights on breaking free from life's shackles,Yasmin Mogahed,Religion,Islam,Paperback,₹189.00,4.7
4662,The Quran,Wahiduddin Khan,Religion,Islam,Paperback,₹179.00,4.6
4663,The Sealed Nectar,Safiur Rahman Al Mubarakpuri,Religion,Islam,Hardcover,₹499.00,4.8
4664,Kulliyat e John Elia| کلیات جون الیا,John Elia,Religion,Islam,Hardcover,₹235.00,4.7
4665,S ISLAMIC STORE original product - The Holy Quran English with New Edition Urdu Translation & Transliteration in Roman Script with Transliteration & Arabic Text 5 Star Paper Quality (HUDA QURAN),Maulana Qari,Religion,Islam,Unknown Binding,₹410.00,4.4
4666,The Easy Quran [Arabic Text with English Transliteration and Translation In EASY ENGLISH],Allah,Religion,Islam,Hardcover,₹740.00,4.7
4667,Ayodhya: The Dark Night - The Secret History of Rama's Appearance In Babri Masjid,Krishna Jha,Religion,Islam,Paperback,₹366.00,4.4
4668,"The Power of Du'a: A Practical Guide to Deepen Your Du’a, Transform Your Connection with Allah and Change Your Life",Aliyah Umm Raiyaan,Religion,Islam,Paperback,₹645.00,5.0
4669,A Handbook of Spiritual Medicine,Ibn Daud,Religion,Islam,Hardcover,"₹1,199.00",4.8
4670,The Holy Quran (Arabic),Baab as salaam,Religion,Islam,Hardcover,₹249.00,4.5
4671,Quran With Urdu Translation[English Words],Maulana Muhammad Junaagadi,Religion,Islam,Hardcover,₹499.00,4.5
4672,Aurangzeb (PB): The Man and the Myth,Audrey Truschke,Religion,Islam,Paperback,₹170.00,4.3
4673,Traceable Quran Workbook- Uthmani Naksh Script Juz Amma,Free Minds Club,Religion,Islam,Staple Bound,₹400.00,5.0
4674,The Qur'an,M A S Abdel Haleem,Religion,Islam,Paperback,₹420.00,4.7
4675,The Noble Quran Tafseer Ahsanul Kalaam (Al -Qur'anul Kareem) -4 in 1,Dr. Mohammad Mohsin Khan,Religion,Islam,Hardcover,₹739.00,4.6
4676,Ar Raheequl Makhtoom (The Sealed Nectar) (Urdu in Roman English),Maulana Safiur Rahman Al-Mubarakpuri,Religion,Islam,Hardcover,₹389.00,4.7
4677,Peer e Kamil | پیر کامل,Umera Ahmad,Religion,Islam,Paperback,₹385.00,4.7
4678,The Final Farewell: Understanding the Last Rites and Rituals of India's Major Faiths,Minakshi Dewan,Religion,Islam,Paperback,₹324.00,4.8
4679,Greatest Stories from the Quran,Saniyasnain Khan,Religion,Islam,Hardcover,₹400.00,4.8
4680,Don't Be Sad,Aaidh ibn Abdullah al-Qarni,Religion,Islam,Hardcover,₹215.00,4.7
4681,"Sahih Al-Bukhari (Summarized) (First Edition, 1996/1417H)",Imam Bukhari (R.A),Religion,Islam,Hardcover,₹349.00,4.7
4682,Pakistani Panj Surah – The Quranic Wisdom | English,Matiullah Jauhar Khan,Religion,Islam,Hardcover,₹350.00,4.7
4683,Stories of The Prophets,Al Imam Ibn Kathir,Religion,Islam,Hardcover,₹249.00,4.7
4684,Invaders and Infidels (Book 1): From Sindh to Delhi: The 500-Year Journey of Islamic Invasions,Sandeep Balakrishna,Religion,Islam,Paperback,₹389.00,4.7
4685,The Holy Quran In Urdu Translation In Roman Script With Transliteration & Arabic Text Best Quality Roman Quran Urdu Best For People Who cannot read Urdu,Maulana Qari Faheemuddin Ahmed Siddiqui,Religion,Islam,Hardcover,₹359.00,4.7
4686,HUDA ROMAN QURAN,Qari Faheemuddin Siddiqi,Religion,Islam,Hardcover,₹450.00,4.0
4687,The Sealed Nectar Premium,Safiur Rahman Mubarakpuri,Religion,Islam,Hardcover,₹479.00,4.8
4688,Al-Adab Al-Mufrad English - Manners in Islam - Imam Bukhari,Imam Bukhari,Religion,Islam,Hardcover,₹230.00,4.6
4689,"Ayodhya: City of Faith, City of Discord",Valay Singh,Religion,Islam,Kindle Edition,₹558.60,4.2
4690,Holy Quran – Urdu translation in ROMAN Script with Transliteration and Arabic Text by Mufti Taqi Usmani,Mufti Muhammad Taqi Usmani,Religion,Islam,Hardcover,₹550.00,4.8
4691,Qisasul Ambiya Quran-O-Hadees-e-Saheeha Ki Roshni mein Urdu Translation in Roman Script,Imam Abul Fida IBN-E-KASEER AL-DAMSHAQI,Religion,Islam,Hardcover,₹509.10,4.9
4692,Rumi Quotes,Rumi,Religion,Islam,Paperback,₹189.00,4.2
4693,LISANUL QURAN | New TWO COLOUR Edition | لسان القرآن (حصہ اول تا چہارم) دو رنگوں میں,Amir Suhail,Religion,Islam,Hardcover,₹499.00,0.0
4694,Qur'an Sharief Hindi Translation,Mohmmad Farooq Khan,Religion,Islam,Hardcover,₹347.00,4.3
4695,The Sealed Nectar (Ar Raheeq Al Makhtum),Safi-ur-Rahman al-Mubarakpuri,Religion,Islam,Hardcover,₹285.00,4.7
4696,"Eden: An Indian Exploration Of Jewish, Christian And Islamic Lore",DEVDUTT PATTANAIK,Religion,Islam,Paperback,₹401.00,4.5
4697,Tauzeehul Quran (Asaan Tarjuma E Quran) (Urdu Translation in Roman Script with transliteration & Arabic Text) (Moallif Mufti Muhammad Taqi Usmani),Mufti Muhammad Taqi Usmaani,Religion,Islam,Hardcover,₹727.00,4.9
4698,Quran 30 Para Set (Ap) with Pouch Bag - POCKET SIZE,Allah Subhanahu Wa Ta'ala,Religion,Islam,Paperback,₹230.00,4.5
4699,The Glorious Quran - English Translation with annotations based on earliest authoritative sources (with Parallel Arabic Text),Zafarul-Islam Khan,Religion,Islam,Hardcover,"₹1,130.00",5.0
4700,Bahubali: 63 Insights into Jainism,Devdutt Pattanaik,Religion,Jainism,Hardcover,₹334.00,4.7
4701,INDIAN PHILOSOPHY VOLUME 1 SECOND EDITION (OIP),S. Radhakrishnan,Religion,Jainism,Paperback,₹446.00,4.6
4702,சமணம்: ஓர் எளிய அறிமுகம் (Tamil Edition),பா. ராகவன் Pa Raghavan,Religion,Jainism,Kindle Edition,₹75.00,4.1
4703,"Third Eye: Third Eye Activation Mastery, Easy And Simple Guide To Activating Your Third Eye Within 24 Hours (Third Eye Awakening, Pineal Gland Activation, Opening the Third Eye)",Alicia Stevens,Religion,Jainism,Kindle Edition,₹116.82,4.0
4704,Poojan Paath Pradeep Jinvani Sangrah,Poojan Paath Pradeep,Religion,Jainism,Paperback,₹270.00,4.5
4705,"CHAKRAS: Mudras for Balancing and Awakening Chakras: The Powerful Personalised Meditation Guide, Cleanse And Activate Your 7 Chakras, Feel Energised And ... Mudras, Enlightenment, Spirituality)",Hannah O. White,Religion,Jainism,Kindle Edition,₹77.88,3.8
4706,Bahubali: 63 Insights into Jainism,Devdutt Pattanaik,Religion,Jainism,Kindle Edition,₹279.30,4.7
4707,Jainism (Read & Shine),Team Pegasus,Religion,Jainism,Paperback,₹90.00,4.0
4708,Kalpa Sutra of Bhadrabahu Svami (Lala S.L. Jain),K.C. Lalwani,Religion,Jainism,Hardcover,₹340.00,4.2
4709,Jainism for Children: The 24 Founders,Nish Shah,Religion,Jainism,Kindle Edition,₹400.00,4.5
4710,Jain Dharma Aur Darshan,Kamala Pant,Religion,Jainism,Paperback,₹369.00,4.0
4711,History and Doctrines of the Ajivikas: A Vanished Indian Religion,A.L. Basham,Religion,Jainism,Hardcover,₹892.00,4.6
4712,Atmasiddhi Shastra: Six Spiritual Truths of the Soul (Concise & Complete Commentary),Pujya Gurudevshri Rakeshji,Religion,Jainism,Hardcover,₹335.00,4.7
4713,Awaken Your Mind,Acharya Mahapragya,Religion,Jainism,Kindle Edition,₹225.00,4.0
4714,English Pratikraman (Jaina Education Series),Pravin K. Shah,Religion,Jainism,Kindle Edition,₹65.01,4.0
4715,Kindness with Mahavira (Learning to Be),Chitwan Mittal,Religion,Jainism,Board book,₹340.00,4.9
4716,The Peaceful Liberators: Jain Art from India,Pratapaditya Pal,Religion,Jainism,Paperback,"₹1,425.00",4.6
4717,Jain Dharma Ki Kahaniyan,Dhruva Kumar,Religion,Jainism,Hardcover,₹208.00,4.3
4718,Gems of Jaina Wisdom Volume 1 Syadvad Siddhi,Ashok Sahajanand,Religion,Jainism,Hardcover,₹300.00,0.0
4719,"THE JAINS: Jainists history, lifestyle, philosophy and Religion simplified",Ji Sung,Religion,Jainism,Kindle Edition,₹329.00,4.0
4720,"Daily Yoga: Simple Asanas, Mudras, Pranayama for Relaxation",Kaira Pal,Religion,Jainism,Kindle Edition,₹75.52,4.3
4721,जैन मन्त्रों से ग्रहों की महादशा के उपाय: ज्योतिष दर्शन श्रंखला (Hindi Edition),सिद्धार्थ जगन्नाथ जोशी,Religion,Jainism,Kindle Edition,₹51.00,3.5
4722,Jainism Scientifically,Trilok Jain,Religion,Jainism,Kindle Edition,₹64.00,4.0
4723,The Jain Path: Ancient Wisdom for an Age of Anxiety,Aidan Rankin,Religion,Jainism,Paperback,₹179.00,4.5
4724,Yoga Mythology: 64 Asanas and Their Stories,Devdutt Pattanaik,Religion,Jainism,Hardcover,₹340.00,4.5
4725,Atmasiddhi Shastra: Six Spiritual Truths of the Soul (Concise & Complete Commentary),Pujya Gurudevshri Rakeshji,Religion,Jainism,Kindle Edition,₹280.00,4.7
4726,Philosophies of India: Hinduism and Jainism: Between Myths and Mantras: A Journey Through the Ancient Philosophies of India,Robbie Harrington,Religion,Jainism,Kindle Edition,₹99.00,0.0
4727,Diet for Health and Spirituality,Acharya Mahapragya,Religion,Jainism,Kindle Edition,₹225.00,5.0
4728,Jain Dharam Sanskar Book-1,Oswaal Editorial Board,Religion,Jainism,Paperback,₹100.00,5.0
4729,"Astrology and Crystals: The Healing Power of Crystals and Stones (Celestial Trilogy: Numerology, Astrology and Crystals)",Lilli Abbott,Religion,Jainism,Kindle Edition,₹414.00,5.0
4730,"Classical Indian Ethical Thought: A Philosophical Study Of Hindu, Jaina And Bauddha Morals",Kedar Nath Tiwari,Religion,Jainism,Paperback,₹199.00,4.3
4731,Jains in India: Historical Essays,Surendra Gopal,Religion,Jainism,Hardcover,₹775.00,5.0
4732,શુભ દેહ માનવનો મળ્યો (Gujarati) Shubh Deh Manavno Malyo,Pujya Gurudevshri Rakeshji,Religion,Jainism,Hardcover,₹250.00,0.0
4733,Motivating Thoughts of Mahavira,Dulichand Jain ‘Sahityaratna’,Religion,Jainism,Hardcover,₹180.00,4.1
4734,History of Indian Literature Vol. II: Buddhsit and Jaina Literature: v. 2,V.S. Sharma,Religion,Jainism,Hardcover,₹428.00,5.0
4735,"CLASSICAL INDIAN PHILOSOPHY: A history of philosophy without any gaps, Volume 5",Peter Adamson,Religion,Jainism,Paperback,₹729.00,4.7
4736,"Crystals and Healing Stones: The Power of Chakra Healing in Astrology (Celestial Trilogy: Numerology, Astrology and Crystals)",Lilli Abbott,Religion,Jainism,Kindle Edition,₹415.00,4.5
4737,Yoga Mythology: 64 Asanas and Their Stories,Devdutt Pattanaik,Religion,Jainism,Kindle Edition,₹171.09,4.5
4738,Jaina Philosophy of Non-Absolution: Critical Study of Anekantavada,Satkari Mookerjee,Religion,Jainism,Hardcover,₹695.00,0.0
4739,"Jainism: History, Society, Philosophy and Practice",Agustin Paniker,Religion,Jainism,Hardcover,"₹1,585.00",4.2
4740,Jainism: Life Science (Primary Lessons on Jeev Tattva),Manisha Gala,Religion,Jainism,Perfect Paperback,₹150.00,4.2
4741,LIVE AND LET OTHERS LIVE - MAHAVIRA (HB),Mahavira,Religion,Jainism,Hardcover,₹259.00,4.2
4742,Jain Dharma Ki Kahaniyan (Hindi),"Dhruva ""] [""Kumar",Religion,Jainism,Kindle Edition,₹118.00,4.3
4743,The Jaina Path of Purification,Padmanabh S. Jaini,Religion,Jainism,Paperback,₹325.00,4.6
4744,Jainism: FAQs (A Beginner's Guidebook),Manisha Gala,Religion,Jainism,Perfect Paperback,₹170.00,3.0
4745,Main Mahaveer Bol Raha hoon,Dulichand Jain,Religion,Jainism,Hardcover,₹210.00,4.2
4746,जैनदर्शन: विज्ञान के परिप्रेक्ष्य में (Jain Darshan: Vigyan Ke Paripreksha me),Dr. Anil Kumar Jain,Religion,Jainism,Hardcover,₹180.00,4.8
4747,Live and Let Others Live': Life Lessons from Mahavira,Nanditha Krishna,Religion,Jainism,Kindle Edition,₹303.05,4.2
4748,India after Alexander: The Age of Vikramadityas,Raja Ram Mohan Roy,Religion,Jainism,Kindle Edition,₹71.00,4.4
4749,Kadve Pravachan - Part 6 in Hindi by Jain Muni Traun Sagar Ji Maharaj (Hindi Edition),Jain Muni Tarun Sagar Ji Maharaj,Religion,Jainism,Kindle Edition,₹49.00,4.6
4750,Ikigai,Francesc Miralles,Religion,New Age & Spirituality,Hardcover,₹368.00,4.6
4751,"Energize Your Mind : Learn the Art of Mastering Your Thoughts, Feelings and Emotions",Gaur Gopal Das,Religion,New Age & Spirituality,Paperback,₹215.00,4.6
4752,THE 48 LAWS OF POWER,Robert Greene,Religion,New Age & Spirituality,Paperback,₹559.00,4.6
4753,Ikigai: The Japanese Secret to a Long and Happy Life,Héctor García,Religion,New Age & Spirituality,Audible Audiobook,₹615.00,4.6
4754,Aapke Avchetan Mann Ki Shakti (The Power Of Your Subconscious Mind In Hindi),Joseph Murphy,Religion,New Age & Spirituality,Paperback,₹99.00,4.4
4755,"Spiritual Anatomy: Meditation, Chakras, and the Journey to the Center",Daaji Kamlesh D. Patel,Religion,New Age & Spirituality,Hardcover,₹324.00,4.8
4756,Manifest,Roxie Nafousi,Religion,New Age & Spirituality,Hardcover,₹334.00,4.6
4757,Make You Bed,William H. McRaven,Religion,New Age & Spirituality,Hardcover,₹209.00,4.5
4758,"One Day, Life Will Change: A story of love and inspiration to win life when it hits you hard . . .",Saranya Umakanthan,Religion,New Age & Spirituality,Paperback,₹137.00,4.4
4759,"The Original Rider Waite Tarot Pack [Cards] Waite, A.E. and Colman Smith, Pamela [Cards] Waite, A.E. and Colman Smith, Pamela",A.E. Waite,Religion,New Age & Spirituality,Cards,₹776.00,4.5
4760,Stop Overthinking Nick Trenton,Nick Trenton,Religion,New Age & Spirituality,Paperback,₹163.00,4.4
4761,You Can Heal Your Life,Louise L. Hay,Religion,New Age & Spirituality,Paperback,₹329.00,4.6
4762,Focus on What Mattes,Darius Foroux,Religion,New Age & Spirituality,Paperback,₹197.00,4.4
4763,Rahasya (Hindi),Rhonda Byrne,Religion,New Age & Spirituality,Paperback,₹325.00,4.5
4764,The Ancient Science of Mantras,Om Swami,Religion,New Age & Spirituality,Paperback,₹320.00,4.5
4765,Inner Engineering: A Yogi’s Guide to Joy - English [Paperback] Sadhguru,Sadhguru,Religion,New Age & Spirituality,Paperback,₹196.00,4.6
4766,"Heal Your Gut, Mind and Emotions",Dimple Jangda,Religion,New Age & Spirituality,Paperback,₹303.00,4.6
4767,"Rumi's Little Book of Life: The Garden of the Soul, the Heart, and the Spirit",Rumi,Religion,New Age & Spirituality,Paperback,₹238.00,4.5
4768,Meditations,Marcus Aurelius,Religion,New Age & Spirituality,Paperback,₹234.00,4.4
4769,"The Complete Book of Yoga: Karma Yoga, Bhakti Yoga, Raja Yoga, Jnana Yoga",Swami Vivekananda,Religion,New Age & Spirituality,Paperback,₹199.00,4.6
4770,"The Body Keeps the Score: Mind, Brain and Body in the Transformation of Trauma",Bessel van der Kolk,Religion,New Age & Spirituality,Paperback,₹476.00,4.7
4771,"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,Religion,New Age & Spirituality,Paperback,₹96.00,4.6
4772,Meditations Deluxe Hardbound Edition,Marcus Aurelius,Religion,New Age & Spirituality,Hardcover,₹299.00,4.3
4773,KARMA: A YOGI'S GUIDE TO CRAFTING YOUR DESTINY,Sadhguru,Religion,New Age & Spirituality,Paperback,₹290.00,4.7
4774,THE DAILY STOIC,Ryan Stephen Holiday Hanselman,Religion,New Age & Spirituality,Paperback,₹389.00,4.7
4775,Siddhartha,Hermann Hesse,Religion,New Age & Spirituality,Paperback,₹99.00,4.5
4776,The Secret(Tamil),Rhonda Byrne,Religion,New Age & Spirituality,Paperback,₹310.00,4.6
4777,"Energize Your Mind: Learn the Art of Mastering Your Thoughts, Feelings and Emotions",Gaur Gopal Das,Religion,New Age & Spirituality,Audible Audiobook,₹879.00,4.6
4778,The Things You Can See Only When You Slo,Haemin Sunim,Religion,New Age & Spirituality,Paperback,₹470.00,4.5
4779,Secrets of Divine Love : A Spiritual Journey into the Heart of Islam,A.Helwa,Religion,New Age & Spirituality,Paperback,₹227.00,4.7
4780,SECRET,BYRNE RHONDA,Religion,New Age & Spirituality,Hardcover,₹741.00,4.6
4781,DEATH: AN INSIDE STORY,Sadhguru,Religion,New Age & Spirituality,Paperback,₹236.00,4.7
4782,Karma: A Yogi’s Guide to Crafting Your Own Destiny: New York Times Bestselling Author of Inner Engineering,Sadhguru,Religion,New Age & Spirituality,Audible Audiobook,"₹1,005.00",4.7
4783,Atomic Habits (Tamil),James Clear,Religion,New Age & Spirituality,Paperback,₹258.00,4.6
4784,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Religion,New Age & Spirituality,Audible Audiobook,₹702.00,4.5
4785,Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,Religion,New Age & Spirituality,Paperback,₹334.00,4.7
4786,"Everyday Ayurveda : Daily Habits That Can Change Your Life. A book on Mental & Spiritual Healing. A guide to maximize health, longevity, & happiness naturally (Non-fiction, Penguin Books)",Dr Bhaswati Bhattacharya,Religion,New Age & Spirituality,Paperback,₹200.00,4.3
4787,Learn Think And Predict Through Astrology,C. P. Arora,Religion,New Age & Spirituality,Kindle Edition,₹226.12,4.2
4788,"The Book of Rumi: 105 Stories and Fables that Illumine, Delight, and Inform",Rumi,Religion,New Age & Spirituality,Paperback,₹246.00,4.4
4789,Original Tarot Cards Deck with Guidebook (Premium Edition),Arthur Edward Waite,Religion,New Age & Spirituality,Cards,₹675.00,4.4
4790,Lal Kitab (Hindi Edition),Ambika Prasad Parashar,Religion,New Age & Spirituality,Kindle Edition,₹212.00,3.8
4791,Angel Answers Oracle Cards: A 44-Card De,Radleigh Valentine,Religion,New Age & Spirituality,Cards,"₹1,116.00",4.6
4792,The Ikigai Journey : A Practical Guide t,Francesc Miralles Hector Garcia,Religion,New Age & Spirituality,Hardcover,₹344.00,4.6
4793,"Book Of Answers, The: The gift book that became an internet sensation, offering both enlightenment and entertainment",Carol Bolt,Religion,New Age & Spirituality,Hardcover,₹460.00,4.5
4794,Osho Bestsellers In Hindi|Osho Books in Hindi|Spritual Books|Meditation Books|- Dhyan Sutra + Jeevan Jine Ki Kala (Set of 2 Books),Osho,Religion,New Age & Spirituality,Paperback,₹263.00,4.4
4795,"Simplified Tarot by Jasmeet Kaur (Upgraded Version) - A 78-cards deck with meanings on each card on both sides - Upside and downside along with Yes/No options and Elements associated with each card. Additionally, zodiac signs and chakra symbols assosciated with each card have been mentioned.. Best for beginners and learners as easy to understand. No requirement of reading booklets associated with cards as each meaning is mentioned on the card itself..",Jasmeet Kaur,Religion,New Age & Spirituality,Cards,₹799.00,4.6
4796,Autobiography of A Yogi Tamil,Paramahansa Yogananda,Religion,New Age & Spirituality,Paperback,₹211.27,4.7
4797,The Little Blue Book on Krishna by Shubha Vilas (Deluxe Silk Hardbound) - Hindu Deity | Lord Krishna | Religion | Spirituality | Explore the Cultural Heritage of Krishna Worship | A Collection of Devotional Stories,Shubha Vilas,Religion,New Age & Spirituality,Hardcover,₹271.00,4.6
4798,The God Delusion : 10th Anniversary Edition,Richard Dawkins,Religion,New Age & Spirituality,Paperback,₹397.00,4.6
4799,"Esther & Jerry Hicks""एस्थर एंड जेरी हिक्स"": The Law of Attraction ""द लॉ ऑफ़ अट्रैक्शन"" (Paperback Book in Hindi)",Esther,Religion,New Age & Spirituality,Paperback,₹180.00,4.2
4800,"Energize Your Mind : Learn the Art of Mastering Your Thoughts, Feelings and Emotions",Gaur Gopal Das,Religion,Religious Studies,Paperback,₹215.00,4.6
4801,Bhagavad Gita [Deluxe Hardbound Edition] Sacred Text for Self-Realization and Spiritual Enlightenment | Discover Ancient Wisdom | Timeless Religious Teachings | Book on India’s Vedic Wisdom,Anonymous,Religion,Religious Studies,Hardcover,₹229.00,4.7
4802,"Spiritual Anatomy: Meditation, Chakras, and the Journey to the Center",Daaji Kamlesh D. Patel,Religion,Religious Studies,Hardcover,₹324.00,4.8
4803,LIFES AMAZING SECRETS,Gaur Gopal Das,Religion,Religious Studies,Paperback,₹207.00,4.6
4804,Relaxing Mandala Coloring Book For Adults,Wonder House Books,Religion,Religious Studies,Paperback,₹99.00,4.4
4805,The Bhagwat Gita : Symphony of the Spirit (Hindi),RR Varma,Religion,Religious Studies,Paperback,₹229.00,4.5
4806,"The Power of One Thought: Master Your Mind, Master Your Life",BK Shivani,Religion,Religious Studies,Paperback,₹203.00,4.8
4807,All Religions Are Not The Same,Sanjay Dixit,Religion,Religious Studies,Paperback,₹250.00,4.9
4808,Practical Vedanta (Swami Vivekananda Motivational & Inspirational Book) - Embracing Practical Wisdom: Swami Vivekananda's Teachings on Applying Vedanta in Daily Life,Swami Vivekananda,Religion,Religious Studies,Kindle Edition,₹53.10,4.7
4809,Hanuman Chalisa - Hanuman Chalisa Pocket Size Book (Hindi & English) - Gods of India,Goswami Tulsidas,Religion,Religious Studies,Hardcover,₹138.00,4.8
4810,The Hidden Hindu (Hindi Translation of The Hidden Hindu) Paperback,Akshat Gupta,Religion,Religious Studies,Paperback,₹170.00,4.5
4811,Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,Religion,Religious Studies,Audible Audiobook,"₹1,005.00",4.6
4812,The Ancient Science of Mantras,Om Swami,Religion,Religious Studies,Paperback,₹320.00,4.5
4813,Inner Engineering: A Yogi’s Guide to Joy - English [Paperback] Sadhguru,Sadhguru,Religion,Religious Studies,Paperback,₹196.00,4.6
