Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating
1432,"Phonics Reader 5 Books Pack for Children Age 3 -10 Years -Alphabet Sounds, A to Z, Short and Long Vowel Sounds, Word Families Short and Long Vowel Sounds, Blends and Combination Sounds, Tricky Words",Dreamland Publications,Children's Books,Language Learning,Paperback,₹659.00,4.4
1433,"Jumbo English Alphabet and Numbers Chart for Kids | Perfect For Homeschooling, Kindergarten and Nursery Children | (39.25 x 27.25 Inch)",TARGET PUBLICATIONS,Children's Books,Language Learning,Poster,₹165.00,4.3
1434,Alphabet Phonics - Reading Library For Children (Boxset of 26 books),Wonder House Books,Children's Books,Language Learning,Board book,₹599.00,4.3
1435,InIkao Tamil Writing Practice Books for Kids | Set of 5 Handwriting Improvement Book for Children age 4+ years,InIkao,Children's Books,Language Learning,Paperback,₹220.00,4.4
1436,Very First Sight Words Sentences Level 2 [Paperback] Dreamland Publications,Dreamland Publications,Children's Books,Language Learning,Paperback,₹154.00,4.5
1437,My First Sight Words and Sentences Level - 1,Anjie Chatt,Children's Books,Language Learning,Paperback,₹130.00,4.5
1438,"MTG 101 Essays Book for class 3, 4, 5 – Help book to develop Essay writing skills in Kids",MTG Editorial Board,Children's Books,Language Learning,Paperback,₹222.00,4.5
1439,Phonics Readers | Fitzroy |1-10 | Phonics based Stories | For Kids aged 4 to 6 years | One Book of 10 Stories | Grade One Level | Letter Sounds,Faye Berryman & Phillip O'Carroll,Children's Books,Language Learning,Paperback,₹360.00,4.5
1440,My First Sight Words And Sentences: Activity Book For Children,Wonder House Books,Children's Books,Language Learning,Paperback,₹99.00,4.4
1441,My First Flash Cards: Sight Words and Sentences (Flash Cards For Children),Wonder House Books,Children's Books,Language Learning,Paperback,₹181.00,4.5
1442,My First Shaped Board Books For Children: Transport - Car,Wonder House Books,Children's Books,Language Learning,Board book,₹89.00,4.5
1443,"Phonics Reader -1 (Alphabet Sounds, A to Z) Age 4+",Dreamland Publications,Children's Books,Language Learning,Paperback,₹154.00,4.4
1444,Knowledge Encyclopedia - World History (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,Language Learning,Hardcover,₹599.00,4.4
1445,Knowledge Encyclopedia - Our Planet Earth (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,Language Learning,Hardcover,₹599.00,4.5
1446,Pinkfong Baby Shark - Baby Shark And The Tooth Fairy : Padded Story Books,Wonder House Books,Children's Books,Language Learning,Hardcover,₹194.00,4.5
1447,Story Books for Kids ; Set of 10 Traditional Tales Book in English with 101 Moral Lesson from Inikao,Inikao,Children's Books,Language Learning,Paperback,₹242.00,4.3
1448,"Alphabet - My First Early Learning Wall Posters: For Preschool, Kindergarten, Nursery And Homeschooling (19 Inches X 29 Inches)",Wonder House Books,Children's Books,Language Learning,Paperback,₹99.00,4.2
1449,My Big Wipe And Clean Book of Three Letter Words for Kids : Learn And Trace Words,Wonder House Books,Children's Books,Language Learning,Board book,₹249.00,4.3
1450,"201 Brain Booster Activity Book - Fun Activities and Exercises For Children: Tracing & Pattern, Colors & Shapes, Maze",Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹99.00,4.4
1451,Tinkle Double Digest No 153,Multiple Writers,Children's Books,Literature & Fiction,Kindle Edition,₹126.00,4.4
1452,Shlokas and Mantras - Activity Book For Kids - Illustrated Book With Engaging Activities and Sticker Sheets,Wonder House Books,Children's Books,Literature & Fiction,Hardcover,₹149.00,4.7
1453,"Moral Story Books for Kids (Illustrated) - English Short Stories with Colourful Pictures - Bedtime Children Story Book - 3 Years to 6 Years Old Children - Read Aloud to Infants, Toddlers (Set of 10 Books)",Maple Press,Children's Books,Literature & Fiction,Product Bundle,₹225.00,4.5
1454,"Grandma's Bag of Stories: Collection of 20+ Illustrated short stories, traditional Indian folk tales for all ages for children of all ages by Sudha Murty [Paperback] Sudha Murty",Murty Sudha,Children's Books,Literature & Fiction,Paperback,₹172.00,4.6
1455,1800+ Reward Stickers - Ideal For Teachers And Parents : Sticker Book With Over 1800 Stickers To Boost The Morale of Kids,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹159.00,4.5
1456,Nursery Rhymes Board Book (My First Book Series): Illustrated Classic Nursery Rhymes,Wonder House Books,Children's Books,Literature & Fiction,Board book,₹179.00,4.6
1457,Addition and Subtraction Activity Book For Children - 80+ Activities Inside,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹99.00,4.4
1458,101 Tales The Great Panchatantra Collection - Collection of Witty Moral Stories For Kids For Personality Development (Hardback),Wonder House Books,Children's Books,Literature & Fiction,Hardcover,₹399.00,4.5
1459,Tales from Indian Mythology Collection of 10 Books Story Books For Kids,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹329.00,4.5
1460,Best of Children’s Classic (Set of 5 Books) : Perfect Gift Set for Kids,Antoine de Saint-Exupéry,Children's Books,Literature & Fiction,Paperback,₹499.00,4.4
1461,"Phonic Reader (Illustrated) (Set of 6 Books) - Story Book for Kids - Bedtime Stories - 2 Years to 6 Years Old - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Literature & Fiction,Paperback,₹166.00,4.3
1462,The Kid Who Came From Space,Ross Welford,Children's Books,Literature & Fiction,Paperback,₹275.00,4.5
1463,"Story Books for Kids (Set of 5 Books) (Illustrated) - Indian Scientists - Biographies for Children - 6 Years to 10 Years Old - CV Raman, Homi Bhabha, Ramanujan, Vikram Sarabhai, Abdul Kalam",Maple Press,Children's Books,Literature & Fiction,Paperback,₹118.00,4.4
1464,"201 Amazing Activity Book - Fun Activities and Puzzles For Children: Spot The Difference, Logical Reasoning, Patterns & Tracing",Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹99.00,4.4
1465,101 Pencil Control Activity Book For Kids: Tracing Practise Book Age 2+,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹149.00,4.4
1466,Tinkle Double Digest No 155,Multiple Writers,Children's Books,Literature & Fiction,Kindle Edition,₹126.00,4.4
1467,"Diary Of A Wimpy Kid: No Brainer (Book 18) [Hardcover] Kinney, Jeff",Jeff Kinney,Children's Books,Literature & Fiction,Hardcover,₹399.00,4.6
1468,"How the Earth Got Its Beauty: Puffin Chapter Book: Gorgeous new full colour, illustrated chapter book for young readers from ages 5 and up by Sudha Murty [Hardcover] Murty, Sudha",Sudha Murty,Children's Books,Literature & Fiction,Hardcover,₹151.00,4.6
1469,"Story Book for Kids - First Reader (Illustrated) (Set of 6 Books) - Phonic stories - Bedtime Stories - 2 Years to 6 Years Old - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Literature & Fiction,Paperback,₹140.00,4.4
1470,Colouring Book of Fruits: Creative Crayons Series - Crayon Copy Colour Books,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹58.00,4.3
1471,108 Panchatantra Stories (Illustrated) for children [Paperback] Maple Press,Maple Press,Children's Books,Literature & Fiction,Paperback,₹125.00,4.4
1472,All Time Favourites for Children,Ruskin Bond,Children's Books,Literature & Fiction,Paperback,₹164.00,4.6
1473,I'm Stuck in Your Kindle!,Wally Otto,Children's Books,Literature & Fiction,Kindle Edition,₹238.00,4.5
1474,The Book Thief,Markus Zusak,Children's Books,Literature & Fiction,Paperback,₹275.00,4.6
1475,"Magic Drum and Other Favourite Stories, The [Paperback] Sudha Murty",Murty Sudha,Children's Books,Literature & Fiction,Paperback,₹167.00,4.7
1476,"201 English Activity Book - Fun Activities and Grammar Exercises For Children: Alphabet & Words, Rhyming & Opposites",Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹95.00,4.4
1477,Baby Touch: Playbook [Board book] Ladybird,LADYBIRD,Children's Books,Literature & Fiction,Board book,₹292.00,4.6
1479,"108 Panchatantra Story Book for Kids (Hindi) (Illustrated) - Panchatantra Ki Kahaniyan - Story Book for Kids - Moral Stories - Bedtime Stories - 3 Years to 10 Years Old - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Literature & Fiction,Paperback,₹110.00,4.3
1480,365 Maths Activity Book For Kids: Age 5+,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹149.00,4.5
1481,Story books : 365 Bedtime Stories (Illustrated stories for Children) (365 Series),Om Books Editorial Team,Children's Books,Literature & Fiction,Hardcover,₹493.00,4.3
1482,Diary of a Wimpy Kid: Wrecking Ball (Book 14),Jeff Kinney,Children's Books,Literature & Fiction,Paperback,₹227.00,4.6
1483,THE BLUE UMBRELLA,Ruskin Bond,Children's Books,Literature & Fiction,Paperback,₹74.00,4.5
1484,Touch and Feel Playbook (The Very Hungry Caterpillar) [Paperback] Eric Carle,Carle Eric,Children's Books,Literature & Fiction,Board book,₹324.00,4.5
1485,Where Is Baby'S Belly Button?,Karen Katz,Children's Books,Literature & Fiction,Board book,₹259.00,4.5
1486,Unusual Tales from Indian Mythology : Sudha Murty’s bestselling series of Unusual Tales from Indian Mythology| 5 books in 1 boxset,Sudha Murty,Children's Books,Literature & Fiction,Spiral-bound,₹720.00,4.7
1487,"Story Books for Kids - World Classic (Abridged) (Set of 10 Books) (Illustrated) - Moral Stories - Bedtime Children Story Book - Read Aloud to Infants, Toddlers - Alice in Wonderland, …, Heidi, Jungle Book, Robinson Crusoe",Maple Press,Children's Books,Literature & Fiction,Paperback,₹238.00,4.4
1488,My First Shaped Board Book: Illustrated Lord Krishna Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses),Wonder House Books,Children's Books,Literature & Fiction,Board book,₹99.00,4.6
1489,"Story book: 365 Stories from the Vedas, the Upanishads and the Puranas for Children (with colourful illustrations) (365 series)",Dipavali Sen,Children's Books,Literature & Fiction,Hardcover,₹492.00,4.6
1490,101 Aesop's Fables For Children - 5 Minutes Read Aloud Illustrated Tales With Morals,Wonder House Books,Children's Books,Literature & Fiction,Hardcover,₹299.00,4.5
1491,Vikram And Betaal (Illustrated),Maple Press,Children's Books,Literature & Fiction,Kindle Edition,₹76.00,4.4
1492,Tenali Raman (Illustrated),Maple Press,Children's Books,Literature & Fiction,Kindle Edition,₹98.00,4.4
1493,Girl Who Drank The Moon,Kelly Barnhill,Children's Books,Literature & Fiction,Paperback,₹241.00,4.5
1494,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,Children's Books,Literature & Fiction,Paperback,₹227.00,4.5
1495,My First Shapes and Colours Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,Children's Books,Literature & Fiction,Paperback,₹155.00,4.5
1496,Story Book- 101 Panchatantra Stories ( Ilustrated stories for children from Ancient India),Om Books Editorial Team,Children's Books,Literature & Fiction,Paperback,₹191.00,4.5
1497,THE KOALA WHO COULD BOARD BOOK,Rachel Bright,Children's Books,Literature & Fiction,Board book,₹268.00,4.7
1498,The Wonderful Things You Will Be,Emily Winfield Martin,Children's Books,Literature & Fiction,Hardcover,₹324.00,4.4
